Doc,Topic,Doc_ID
"Stamane davanti a Montecitorio ho incontrato di nuovo mogli, mamme e figli dei pescatori sequestrati in Libia: purtroppo non sanno nulla, non hanno risposte, vivono nell'angoscia per i loro cari.  https://t.co/pxPStialzG",123,1696
"#Salvini: ho incontrato davanti a Montecitorio, impegnate in protesta, mamme, mogli e figlie di 18 pescatori, italiani e tunisini, sequestrati da 37 giorni. Al governo si preoccupano dei diritti di presunti profughi, ma lasciano nostri connazionali ostaggi in Libia.. #portaaporta",123,1794
"In un Paese normale che tenesse ai propri cittadini questa notizia dovrebbe essere ovunque in prima pagina. Mamme, mogli e figlie dei pescatori sequestrati in Libia da ormai 37 giorni, in protesta e attesa di notizie davanti al Parlamento.  https://t.co/7CyU9SlNSE",123,1806
"Un abbraccio alla signora e a tutti i famigliari dei pescatori italiani sotto sequestro in Libia. Come Lega stiamo facendo ogni pressione possibile, ma a MUOVERSI devono essere il ministero degli Esteri e l'intero governo.  https://t.co/s8nt3na6OK",123,1937
Ho incontrato anche i parenti dei pescatori sequestrati in Libia: il governo si muova e li riporti a casa! 🔴 VIDEO COMPLETO 👉  https://t.co/W3eADxAMut,123,2033
"#Salvini: Indovinino i telespetattori in questo mercoledì di settembre dove sta andando la nave di questa ONG spagnola. Abbiamo già problemi sanitari. Immigrazione è uno dei problemi italiani, io l’avevo riportata sotto controllo, quest’anno già più di 20mila sbarchi.#Portaaporta",123,2404
"❌AVANTI C'È POSTO! BENVENUTI IN EUROPA A SPESE DEGLI ITALIANI! Credo non serva un genio per capire che se chiunque arriva viene accolto e portato su una nave da crociera, con la prospettiva di poter poi sbarcare tranquillamente in Italia, continueranno ad...  https://t.co/3ZMpCCN43I",123,2725
"Il governo spalanca i porti a migliaia di clandestini e non fiata dopo il sequestro di due pescherecci italiani da parte della Libia, con 18 persone portate a Tobruk ormai da quasi una settimana.   https://t.co/bxdf6HKxFM",123,2824
"Più di cento immigrati a bordo della Sea Watch4: visto che ora perfino i sindaci siciliani di Pd e 5Stelle si oppongono agli sbarchi e Lampedusa è nel caos, il governo userà il decreto sicurezza per vietare l’ingresso in acque italiane?",123,3341
"Beirut devastata dalla catastrofe. Un abbraccio di solidarietà al popolo libanese, una preghiera per le vittime e per chi lotta per la vita, un pensiero ai nostri militari e a tutta la comunità italiana in Libano.  https://t.co/VOene7HvUQ",123,3827
"#Salvini: Parlano gli ATTI. Questa è una nave PIRATA che il primo agosto raccoglie immigrati in acque libiche, il 2 agosto ne raccoglie altri in acque maltesi. Nave poteva tenere 19 immigrati, ne aveva a bordo più di 150. #OpenArms #IostoconSalvini",123,3976
"Tunisia: sequestrano i nostri pescatori e ci riempiono di clandestini. Conte, Di Maio e Lamorgese, sveglia!  https://t.co/mq6RkPu0HZ",123,4130
"‼️ Nuovo barcone con 55 tunisini (in fuga dalla famosa ""guerra di Tunisia"") e salgono a 800 (ottocento!) gli sbarchi a Lampedusa in 48 ore. Nel frattempo in Sardegna altro sbarco di algerini (anch'essi in fuga dalla nota ""guerra d'Algeria""). (1/2)  https://t.co/aW2RdhYG4e",123,4169
"#Salvini: I pescatori tunisini vengono a pescare nel nostro mare e in cambio fanno arrivare da noi clandestini col virus... Oggi pomeriggio interverrò al #Senato, in risposta al presidente del Consiglio, partendo proprio dai problemi del mondo dell’#Agricoltura.",123,4189
"ONG spagnola che raccoglie immigrati in acque libiche e maltesi e nonostante la disponibilità di porto sicuro in Spagna si dirige in Italia. Ho difeso la legge, la sovranità, la sicurezza, l’onore e la dignità italiane con l’accordo dell’intero governo. https://www.iltempo.it/politica/2020/05/25/news/matteo-salvini-processo-gregoretti-rinviato-ottobre-voto-giunta-immunita-senato-open-arms-sequestro-di-persona-1327888/ …",123,6336
"È dotata di aria condizionata, ristorante, self service, due bar, negozio, infermeria, cinema, area giochi per bambini e solarium. In arrivo anche la nave Ong Aita Mari che ci porterà altri 40 immigrati. Avanti, c'è posto! (3/3)",123,7440
"Ospiterà a spese degli italiani gli immigrati per la loro quarantena prima di essere sbarcati.  La ""Rubattino"" è uno dei più grandi traghetti d'Italia, in grado di accogliere fino a 1.470 passeggeri, con 289 cabine e sala poltrone da 195 posti. (2/3)",123,7441
"Mi arrivano notizie di decine di migliaia di uomini pronti a partire dalla Libia, con l’aiuto dai trafficanti di uomini. Rischiamo il disastro.",123,9424
"#Salvini su #OceanViking: A Taranto sbarcheranno in 400 a bordo di una nave delle Ong. Con i problemi di lavoro, inquinamento, agricoltura, l'unico modo che ha questo governo per ricordarsi della Puglia è far sbarcare migliaia di immigrati.",123,9598
#Salvini su Gregoretti: a luglio scorso ho fermato per 4 giorni lo sbarco di 131 immigrati a bordo di una nave in attesa che 5 paesi europei decidessero di accogliere. 📺 #nonelarena @nonelarena,123,10033
"Il premier libico bidona Conte e se ne torna a casa? Pazzesco, Conte è davvero un pericoloso incapace: per una semplice questione di protocollo, prima ancora che di politica, prima si riceve un capo di governo riconosciuto, dopo un generale. Dilettanti allo sbaraglio!",123,10476
"#Salvini: In Libia c’è un governo riconosciuto? Io sostengo per dignità e coerenza il governo legittimo. Da ministro parlerei ai ministri, non ad altri. 📻 @Radio24_news",123,10537
"Più di trenta pakistani a bordo di un camion bloccati in Francia e rispediti subito in Italia: altro che Orbán, è il cosiddetto ""europeista"" Macron a confermarsi spietato. Il tutto mentre altre 200 persone sono state recuperate in acque internazionali da un’imbarcazione italiana. pic.twitter.com/8hh3xY4tbp",123,12312
"#Salvini: stanno partendo di più, ne stanno sbarcando di più, più persone rischiano di morire. Il porto più vicino è discrezionalmente quello italiano, gli altri possono decidere se aprire o meno. 90% di quelli che sbarcano rimarranno in Italia perché non profughi. 📺 @SkyTG24",123,13790
Altri 73 prelevati in Libia: ora sulla nave Ong (bandiera norvegese) sono  in 182. Scommettiamo che anche in questo caso il “porto sicuro” sarà in Italia? Dai sindaci e dai governatori della Lega arriverà un NO all’arrivo anche di un solo clandestino! https://gds.it/articoli/mondo/2019/09/18/migranti-ocean-viking-ne-salva-altri-73-a-poche-miglia-dalla-libia-ba646235-e201-4fb9-a531-7ec36b47f49b/ …,123,13968
"#Salvini: C’è questa nave, #OceanViking che sta vagando nel Mediterraneo a raccogliere immigrati, e secondo voi dopo dove sarà diretta questa nave? In Italia.  Vediamo come si comporteranno, vediamo se l’Italia ritorna unica piattaforma di sbarco per tutta Europa. 📺#portaaporta pic.twitter.com/0sGWq4Ilsh",123,14323
"🔴Due gommoni con circa 100 immigrati a bordo nel Mediterraneo, la Guardia Costiera Libica sta intervenendo per soccorrerli e riportarli a terra. Se si cede al ricatto di scafisti e Ong e si riaprono i porti, è finita! Stop sbarchi, stop morti. pic.twitter.com/altOvj4zh4",123,14705
"#Salvini: perché #OpenArms non va in Spagna? In 18 giorni andavano e tornavano da Ibiza e Formentera 3 volte, questa per loro è una battaglia politica. #radioanchio",123,14760
"⚠️La Ong spagnola rifiuta il porto offerto dalla Spagna! Incredibile e inaccettabile, organizzano crociere turistiche e decidono loro dove sbarcare??? Io non mollo, l’Italia non è più il campo profughi d’Europa. pic.twitter.com/oaaa9MnByI",123,14773
La Spagna apre i porti agli immigrati della ONG #OpenArms. Bene! Chi la dura la vince.  🔴 LIVE 👉  https://www.facebook.com/salviniofficial/videos/394400987760221/ … pic.twitter.com/h5RDc6p65t,123,14775
"Da 17 giorni, invece di andare in un porto spagnolo, questi “signori” tengono in ostaggio gli immigrati a bordo (fra cui finti malati e finti minorenni) solo per attaccare e provocare me e l’Italia. Non mi fate paura, mi fate pena. Io non mollo. #OpenArms pic.twitter.com/ItYi4LzgYz",123,14779
"In 16 giorni sareste già tranquillamente arrivati a casa vostra in Spagna. Quella delle ONG è una battaglia politica, non certo umanitaria, giocata sulla pelle degli immigrati. Vergogna. Io non mollo. pic.twitter.com/Vr2ok1tLG1",123,14791
"Attenzione! La sindaca buonista di Barcellona: “Crudeltà! L’Europa deve obbligare Salvini a far sbarcare #OpenArms!”. Nave spagnola, Ong spagnola: aprite il vostro porto! In 15 giorni sarebbero già andati e tornati due volte, sbaglio??? 🤔🤔🤔 pic.twitter.com/A3pV6Lr1zb",123,14799
"In tutto questo tempo sarebbero già andati e tornati in un porto spagnolo tre volte! Queste ong invece fanno solo battaglia politica, sulla pelle degli immigrati e contro il nostro Paese. Ma io non mollo.",123,14800
"Siamo davanti all’ennesima presa in giro della ong spagnola su nave spagnola, quella Open Arms che per giorni ha girovagato nel Mediterraneo al solo scopo di raccogliere più persone possibili per portarle sempre e solo in Italia.",123,14801
"Continuo e continuerò a negare lo sbarco a chi pretende di portare dei clandestini sempre e solo in Italia. La #OpenArms, nave spagnola di Ong spagnola, era in acque maltesi e non si capisce perché un giudice italiano possa consentire l’ingresso nelle nostre acque.",123,14845
"Per giorni la nave della Ong spagnola si è trattenuta in acque SAR libiche e maltesi, ha anticipato altre operazioni di soccorso e ha fatto sistematica raccolta di persone con l’obiettivo politico di portarle in Italia.",123,14848
"Per 350 di essi la Libia ha dato la disponibilità di un porto di sbarco, mentre per gli altri (quelli visitati dal milionario Richard Gere) l’indicazione che ho dato è il divieto di ingresso nelle nostre acque e l’invito a navigare in direzione Spagna.",123,14866
"Richard Gere sulla Open Arms? Spero che si abbronzi e che si trovi bene... Visto che la nave è una Ong che batte bandiera spagnola possono far sbarcare i 120 immigrati a Ibiza o Formentera, sbaglio? https://www.rainews.it/tgr/sicilia/articoli/2019/08/sic-lampedusa-mobilitazione-open-arms-88178de5-184f-4d94-9070-461d655c7bd2.html …",123,14926
"🔴 La Open Arms è da sei giorni nel Mediterraneo e ora minaccia di entrare in Italia. Avrebbe avuto tutto il tempo per raggiungere la Spagna, il Paese della ong, che ha dato la bandiera alla nave e dove alcuni sindaci si sono esposti a favore dell’accoglienza. pic.twitter.com/FJoJHixmp0",123,14965
"...I dati confermano quindi il grande successo del governo italiano che in un anno ha scoraggiato in modo decisivo anche le partenze dal Sahel verso la Libia di chi volesse giungere illegalmente in Europa, sottraendo così clienti e business ai trafficanti.”",123,15411
“Se i migranti affittano case significa che la stragrande maggioranza di coloro che sono in Libia non punta certo a venire in Italia...   https://www.analisidifesa.it/2019/07/i-porti-chiusi-sono-un-successo-e-i-migranti-vanno-in-libia-per-lavorare/ …,123,15412
"PAZZESCO! Dalla Libia qualcuno telefonava e diceva “Ragazzi siamo in Libia, stiamo per partire”. La magistratura ha in mano elementi e riferimenti precisi. Spero che si intervenga quanto prima e non si faccia finta di nulla! pic.twitter.com/VyPfsWAzPu",123,15489
"#Salvini: La magistratura ha in mano elementi e riferimenti precisi. Dalla Libia qualcuno telefonava e diceva “Ragazzi siamo in Libia, stiamo per partire”. La magistratura ha in mano degli elementi, non dico altro. 📺 #quartarepubblica @QRepubblica pic.twitter.com/uZNWgd0OKd",123,15554
"Gommone con 60 immigrati a bordo (evidente lo scafista alla guida) intercettato dalla Guardia Costiera Libica, che ha salvato e riportato a terra tutti quanti. Stavolta ai trafficanti è andata male! pic.twitter.com/frIFY8bHN5",123,15566
"Che simpaticoni... compro la T! E comunque, il porto sicuro più vicino alla Libia non si trova in Italia. 😉 pic.twitter.com/eDcRoGWUBo",123,15580
"Sono tornate davanti alla Libia: così incentivano le partenze e il rischio di naufragi e fanno felici gli scafisti. Queste sono le Ong. Non ci faremo intimidire, non ci piegheremo ai ricatti, difenderemo l’Italia. 🇮🇹",123,15596
"🔴 Gli immigrati presi a bordo da #Mediterranea sono in acque libiche, e attualmente sono più vicini di decine di miglia nautiche alla Tunisia rispetto a Lampedusa.",123,15662
#Salvini: altre due navi Ong in direzione acque libiche. Non vorrei che sfidare leggi italiane diventasse un nuovo hobby internazionale. 📻 @RaiRadio2,123,15757
#Salvini su #SeaWatch3: migranti della nave? Facciamo metà e metà: 21 in Olanda e 21 in Germania.  📺 #portaaporta @RaiPortaaPorta,123,15903
Questa mattina al @Viminale ho incontrato il Ministro dell’Interno libico Fathi Bashaagha. Abbiamo discusso della situazione libica riaffermando l'impegno italiano alla stabilizzazione politica dopo l'attacco dello scorso aprile a Tripoli. pic.twitter.com/ZrZNH1JGds,123,15927
"Per chi vuole entrare nel nostro Paese senza chiedere permesso, i porti restano chiusi. Chi fugge dalla guerra può e deve arrivare in Italia, senza doversi affidare a trafficanti di esseri umani o a navi pirata. #GiornataMondialedelRifugiato (2/2)",123,16058
"Successivamente ha contattato ancora l’Italia, ma per le navi pirata i nostri porti restano chiusi.  Siamo di fronte all’ennesima sceneggiata dei finti buoni: a questo punto vadano verso il Nord Europa. #portichiusi",123,16145
"🚫I porti italiani restano SBARRATI. La SeaWatch ha caricato a bordo degli immigrati che stavano per essere salvati dalla guardia costiera libica. Poi ha chiesto a Tripoli un porto di sbarco, ma quando lo ha ottenuto ha detto che non avrebbe mai riportato gli immigrati indietro. pic.twitter.com/0kqz6hbKES",123,16147
"Altro gommone in acque libiche, una nave della Guardia Costiera Libica sta uscendo per recuperare gli immigrati e riportarli a terra. Bene così. pic.twitter.com/CTvsK1dmyT",123,16159
"Buongiorno Amici, vi aggiorno. Niente Malta. La nave Ong #SeaWatch ha cambiato nuovamente rotta: ciondola nel Mediterraneo e gioca sulla pelle degli immigrati, nonostante abbia chiesto e ottenuto un porto da Tripoli.",123,16164
"SeaWatch non vuole portarli in Libia? Allora spieghi perché ha chiesto a Tripoli un porto sicuro. E perché, dopo la risposta positiva, ha atteso per ore davanti alla costa africana. https://www.tgcom24.mediaset.it/cronaca/migranti-la-libia-offre-un-porto-ma-sea-watch-non-sbarcheremo-i-naufraghi-a-tripoli-non-e-sicuro-_3214341-201902a.shtml …",123,16173
"Le autorità libiche hanno assegnato ufficialmente Tripoli come porto più vicino per lo sbarco.  Se la nave illegale Ong disubbidirà, mettendo a rischio la vita degli immigrati, ne risponderà pienamente. #portichiusi",123,16185
"La nave illegale #SeaWatch3, dopo aver imbarcato 52 immigrati in acque libiche, si trova ora a 38 miglia dalle coste libiche, a 125 miglia da Lampedusa, a 78 miglia dalla Tunisia e a 170 miglia da Malta.",123,16186
"Dopo alcuni giorni di lavoro posso confermare che nessuno degli immigrati a bordo della nave della Marina diretta a Genova sarà a carico degli italiani. Una parte sarà accolta in altri 5 Paesi europei, gli altri saranno ospitati dal Vaticano, che ringraziamo per la sensibilità.",123,16477
"🔴 La nave della Marina con a bordo un centinaio di immigrati ha avuto indicazione di dirigersi a Genova, ma nessun extracomunitario resterà in Liguria o a carico dei contribuenti italiani. pic.twitter.com/vgz8VVc9As",123,16511
Difendiamo l’onore della Marina. Per quanto di mia competenza ribadisco l’indisponibilità dei porti italiani per accogliere clandestini. #portichiusi🇮🇹,123,16547
#Salvini: in Libia qualche Paese ha alimentato venti di guerra per interessi economici. Stiamo lavorando per riportare serenità. #tribu,123,16747
"#Salvini su #SeaWatch3: mar Mediterraneo deve tornare mare di pace, di scambio, di commercio, di turismo.  NON di traffico di esseri umani. Scafisti con soldi degli immigrati trafficano armi e droga. Basta. 📺 #quartarepubblica @qrepubblica pic.twitter.com/EML2CrIy3v",123,17125
"È segnale pericoloso far sbarcare in Italia immigrati irregolari da navi fuorilegge, perché spinge scafisti e trafficanti di esseri umani a mettere in mare più barconi, ponendo a rischio più vite umane. pic.twitter.com/HAJT8A7hki",123,17182
"🔴NAVE ONG STRANIERA SFIDA LA GUARDIA DI FINANZA! Erano prima in acque libiche e poi in acque maltesi, ma mettendo a rischio la vita degli immigrati a bordo vogliono a tutti i costi arrivare in Italia. Questi non sono soccorritori ma SCAFISTI, e come tali verranno trattati.",123,17397
Le navi Ong vogliono portare in Italia altri immigrati clandestini?  Noi lo impediremo con ogni mezzo lecito necessario. Punto. #portichiusi pic.twitter.com/6tI9NzR2Wd,123,17506
"🔴 La nave Ong #SeaWatch3 (bandiera olandese) sta navigando nel Mediterraneo in direzione Libia. Avviso ai naviganti: non pensino di aiutare scafisti, imbarcare immigrati e dirigersi verso l’Italia perché verranno fermati, con OGNI MEZZO lecito consentito. #portichiusi pic.twitter.com/LL2lq48Omb",123,17560
"#Salvini: In #Libia lavoriamo per evitare la GUERRA, con il conflitto la guardia costiera libica non potrà più operare. 📺 #poverapatria @PoveraPatriaRai",123,17987
"Nessuna nave ONG davanti alla Libia, nessuna partenza, nessuno sbarco, nessun morto. Che coincidenza...😉 pic.twitter.com/8T3ijuopMc",123,18033
"#Salvini: Se la Libia salta, e noi stiamo lavorando perché non accada, ci sono dei sicuri terroristi pronti a partire per l'Italia. Chi dice porti aperti, fa male non solo all'Italia ma a tutta Europa. 🇮🇹 📺 #portaaporta @RaiPortaaPorta",123,18188
"#Salvini: Il ministro Trenta parla di “accoglienza” in caso di guerra in Libia, ma noi lavoriamo perché questo non avvenga, perché con le guerre non si risolvono i problemi. 📺 #dimartedì @diMartedi",123,18255
"#Salvini: In Libia bisogna usare la testa, faremo in modo che non ci sia la guerra, ad ora solo scontri. 📺 #dimartedì @diMartedi",123,18259
"#Salvini su #Libia: se ci fossero interessi economici dietro al caos in Libia, se la Francia avesse bloccato un’iniziativa europea per portare la Pace, se fosse vero... non starò a guardare. Anche perché le conseguenze le pagherebbero gli italiani. 📻 #nonstopnews @rtl1025 pic.twitter.com/agPrVnTafI",123,18357
"#Salvini su #Libia: se qualcuno per business gioca a fare la guerra, con me ha trovato il ministro sbagliato. 📻 #nonstopnews @rtl1025",123,18358
#Salvini: In Libia bisogna lavorare per evitare lo scontro armato. A me interessa risolvere i problemi e continuare a difendere i confini italiani.  📺 #quartarepubblica @QRepubblica,123,18405
"#Salvini: La situazione in Libia, che sto seguendo minuto per minuto, è preoccupante. 🎙 #europadelbuonsenso",123,18422
"Trafficanti di uomini sempre più aggressivi e Ong che creano problemi. La Guardia Costiera libica, considerata affidabile dalla Commissione europea, lancia l’allarme e chiede aiuto. Per i trafficanti i nostri porti restano chiusi. #portichiusi🇮🇹 pic.twitter.com/OzQWZCpGEa",123,18537
"Ribadisco la piena legittimità degli interventi di soccorso della Libia che, grazie alla presenza dell'Organizzazione Internazionale delle Migrazioni, garantiscono il rispetto dei diritti degli immigrati e salvataggi più rapidi, alla faccia di chi vuole porti aperti per tutti.",123,18629
"""La Libia è un porto sicuro"" e lo dice la Commissione europea, non solo Salvini. http://www.ilgiornale.it/news/cronache/adesso-dice-pure-leuropa-i-migranti-tornino-libia-1670790.html …",123,18630
"Nuovo incontro oggi con il vicepremier libico Maitig, durante il quale abbiamo confermato il comune impegno su sicurezza, lotta al terrorismo, immigrazione, realizzazione di infrastrutture, ripresa dei collegamenti aerei e stabilizzazione politica dell'area del Mediterraneo. pic.twitter.com/DBUkXamedV",123,19084
"La Guardia costiera libica ha recuperato circa 120 persone e le sta riaccompagnando verso un porto della Libia. Partiti, individuati, salvati, riportati indietro. Bene. pic.twitter.com/UUNZDlG89s",123,19259
"Da quindici giorni, da quando non ci sono più navi delle Ong davanti alle coste libiche, sapete quanti barconi sono partiti? ZERO!  Che caso, che coincidenza. pic.twitter.com/8nFYBDO1Yu",123,19613
"Cartina aggiornata. Senza navi delle Ong davanti alle coste della Libia, guarda caso da 15 giorni non parte più neanche un barcone, e non muore più nessuno. Coincidenze??? pic.twitter.com/CdKlgU1zfh",123,19670
#Salvini: stiamo lavorando per VIETARE l’ingresso di navi non gradite in acque italiane. 📺 #PortaAPorta @RaiPortaaPorta,123,19746
"#Salvini su #SeaWatch: missione compiuta. La linea del rigore ha svegliato l’Europa. 8 Paesi europei si faranno carico di questi immigrati, presunti minorenni, tutto da verificare. 📺 #PortaAPorta @RaiPortaaPorta",123,19748
"#Salvini: Missione navale #Sophia ha come ragione di vita che tutti gli immigrati soccorsi vengano fatti sbarcare SOLO in italia. Accordo GENIALE sottoscritto da governo Renzi, non so in cambio di cosa. 🤔 O cambiano regole, o finisce la missione. 📻 #radioanchio @radioanchio",123,19968
"#Salvini: Si salvano e si riportano indietro, come ha fatto la Guardia costiera libica nei giorni scorsi. Solo così la gente smetterà di pagare gli scafisti per un viaggio che NON HA FUTURO. 📺 #Mattino5 @mattino5",123,19993
"Tutti sani, salvi e riportati indietro i 393 immigrati recuperati ieri dalla Guardia Costiera libica. La collaborazione funziona, gli scafisti, i trafficanti e i mafiosi devono capire che i loro affari sono finiti.  Meno partenze, meno morti. #portichiusi https://www.ilmessaggero.it/italia/migranti_riportati_in_libia-4245533.html …",123,20013
"Buon sabato Amici. Una riflessione: tornano in mare davanti alla Libia le navi delle ONG, gli scafisti ricominciano i loro sporchi traffici, le persone tornano a morire. Ma il “cattivo” sono io. Mah... 🔴 LIVE:  https://www.facebook.com/salviniofficial/videos/359913904828198/ … pic.twitter.com/u6y30NroAk",123,20035
"Non solo!  Il 26 agosto 2018, a bordo della #Diciotti, sono sbarcate a Catania 177 persone. Anche questi dovevano essere ricollocati ma soltanto l’Irlanda ne ha presi 16. Come facciamo ad accogliere ancora quando ci hanno preso in giro per mesi? 🤔 (3/3)",123,20243
"🔴 Appena approdata in Spagna la nave Ong #OpenArms, con 310 immigrati clandestini a bordo. Missione compiuta! #portichiusi pic.twitter.com/jfWDH5C6Qe",123,20427
"🔴AGGIORNAMENTO “#SeaWatch3”,  altra nave di un’altra Ong (bandiera olandese), chiede di portare in Italia decine di immigrati recuperati al largo delle coste libiche. La mia risposta non cambia: i porti italiani sono CHIUSI, stop al traffico di esseri umani! #portichiusi",123,20476
"🔴AGGIORNAMENTO Come promesso questa mattina, in Italia non sbarcano: la nave Ong #OpenArms, con 311 immigrati a bordo, è diretta verso la Spagna, buon viaggio. Sappiano i trafficanti di uomini e i loro complici che i nostri porti sono chiusi, STOP! #dalleparoleaifatti🇮🇹 pic.twitter.com/pjjYa2JJrB",123,20481
Ora dalla Ong spagnola con nave battente bandiera spagnola ricevo anche maledizioni sui miei figli. Confermo: porti italiani sono CHIUSI. Gli italiani mi hanno mandato al governo per difendere i confini e fermare il business dell’immigrazione clandestina.  VADO AVANTI. #OpenArms pic.twitter.com/8U3vSYoxet,123,20486
"🔴Nave Open Arms, Ong e bandiera spagnola, ha raccolto 200 immigrati, chiede un porto italiano dopo il rifiuto di Malta (che ha sbarcato, giustamente, una donna e un bambino). I porti italiani sono CHIUSI! Per i trafficanti di esseri umani e per chi li aiuta, la pacchia è finita.",123,20488
"Dirottano una nave italiana, pretendevano di essere sbarcati in Inghilterra. Due calci nel sedere e a casa!!!  https://www.gazzettadiparma.it/news/italia-mondo/559368/clandestini-su-un-cargo-italiano-minacciano-lequipaggio-sbarcateci-a-londra.html …",123,20489
"🔴 AGGIORNAMENTO La nave #Aquarius chiude le attività. Meno partenze, meno sbarchi, meno morti. Bene così. https://www.repubblica.it/cronaca/2018/12/06/news/migranti_msf_annuncia_aquarius_costretta_a_chiudere_la_sua_attivita_-213601671/ …",123,20860
🔴AGGIORNAMENTO DALLA LIBIA Nella notte la guardia costiera libica ha recuperato un gommone con circa 100 immigrati a bordo. Tanti saluti a scafisti e Ong! http://www.ilgiornale.it/news/cronache/migranti-su-gommone-avaria-long-italiana-d-lallarme-1606519.html?mobile_detect=false&fbclid=IwAR0bwnwrVigBltk_HO1wtfBbXX6hdmONsFp7WlPi03oKE1dADzCDw7sYlnc …,123,21188
"🔴Arrivata a Tripoli la seconda delle motovedette donate alla Guardia costiera libica per un controllo più efficace delle acque territoriali, contro il traffico di esseri umani e il business dell'immigrazione clandestina. C'è chi chiacchiera, noi facciamo. #dalleparoleaifatti pic.twitter.com/zl3YBZTNci",123,21199
"#Salvini: #Aquarius sequestrata? Non godo delle disgrazie giudiziarie altrui. So che finché c'erano queste navi Ong tra Libia e Italia, qui gli sbarchi erano continui, noi abbiamo ridotto di oltre l'80%, dando un duro colpo al business dell'immigrazione clandestina. #unomattina pic.twitter.com/n7TRDSDZ9D",123,21225
"Sequestrata la nave #Aquarius. Ho fatto bene a bloccare le navi delle ONG, ho fermato non solo il traffico di immigrati clandestini ma, da quanto emerge, anche quello di rifiuti tossici. #portichiusi pic.twitter.com/79GPrejO4h",123,21272
"Felice di aver incontrato ieri pomeriggio al @Viminale la delegazione guidata dal ministro dell'Interno libico, Fathi Bashagha. Iniziative di formazione congiunta e scambio di informazioni tra le nostre due Polizie, prevenzione del terrorismo, difesa dei confini. pic.twitter.com/TGZHWsLJH6",123,21450
"In preparazione della conferenza di pace di Palermo, utile incontro col vicepremier libico Ahmed Maitig: abbiamo parlato di sviluppo economico, anti-terrorismo, contrasto all'immigrazione clandestina e cooperazione tra i nostri Paesi. #dalleparoleaifatti pic.twitter.com/96hpSXXU0a",123,21573
"Ho detto questa mattina al presidente di Confindustria e agli armatori che mi piacerebbe ci fossero più marittimi italiani sulle nostre navi.  L’obiettivo, ognuno per la propria parte, è solo uno: far crescere questo Paese. pic.twitter.com/K2A9QsbezT",123,21575
"La prima delle motovedette classe Corrubia previste dal nostro decreto (insieme a altre 10 unità più piccole) è arrivata al porto di Tripoli con a bordo l’equipaggio addestrato in Italia! Volere è potere, #dalleparoleaifatti! pic.twitter.com/Ajrhrs1lEq",123,21714
"🔴CARTINA AGGIORNATA  Grazie alla nostra azione, NESSUNA nave Ong è più davanti alla Libia, così gli scafisti hanno finito di fare il loro sporco lavoro. E pensare che secondo il Pd le “migrazioni” erano “processi inevitabili, non ci si può far niente”... Volere è potere! pic.twitter.com/CSN8lcEU5P",123,21772
