Doc,Topic,Doc_ID
"Buongiorno Amici e buon giovedì.  Oggi direzione Sicilia: sarò a San Giovanni La Punta (Catania) alle 17.15 e a Milazzo (Messina) alle 21, domani ad Augusta (Siracusa) alle 12 e a Catania alle 18.30, sabato mattina ancora a #Catania...  https://t.co/momV9aGx1U",81,2046
"Noi saremo in Sicilia a parlare di Italia, di giovani, di lavoro, di scuola, di tasse, di ambiente, di diritti e di libertà. Non CONTRO qualcuno, ma PER un futuro migliore. (1/2)  https://t.co/nVgLhygxbP",81,2177
"Decine di contagiati tra i più di 500 ospiti, quasi tutti immigrati, nelle strutture della ""Missione Speranza e Carità"", a Palermo. E ci sono tensioni perché molti di loro pretendono di uscire. Solidarietà a Sicilia, abbandonata e minacciata da un governo incapace e pericoloso.",81,2309
"🔴 ULTIM'ORA I 5 Stelle in Sicilia chiedono le DIMISSIONI della Lamorgese, ormai siamo alle comiche!!! 😄 Il 20 e 21 settembre alle elezioni in sette regioni MILIONI di italiani potranno finalmente dire la loro su questo imbarazzante e pericoloso #GOVERNOCLANDESTINO  https://t.co/WUMJNgqrSM",81,2926
"""3 settembre 1982: in via Isidoro Carini a Palermo, sotto i colpi della mafia cadono il Prefetto della Città, Generale Carlo Alberto Dalla Chiesa, la moglie Emanuela Setti Carraro e l’agente di scorta Domenico Russo.""  https://t.co/u2wPXpQK8I",81,2987
"Accade oggi a Palermo, a spese degli italiani.  Se avete la fortuna di votare il 20 e 21 settembre nella vostra regione o nel vostro comune, ricordatevi di come il #governoclandestino PD-M5S stia calpestando l'orgoglio, la dignità, la sovranità del nostro splendido Paese. STOP!  https://t.co/A12BdGdErG",81,3013
"LIVE da Palermo, dalla nave degli amici di Carola in arrivo altri 350 turisti per sempre. Grazie Conte, grazie Lamorgese...Gli italiani vi ""ringrazieranno"" presto.  #governoclandestino  🔴 LIVE 👉  https://t.co/da5HV1aOUe  https://t.co/W3YiD0Nz5C",81,3022
"Non solo Sicilia e Calabria: anche la Sardegna è assediata dagli sbarchi. Gli italiani sono stati chiusi in casa per mesi, mentre per i clandestini spalanchiamo porti e portafogli per dare più soldi all’accoglienza. È un governo incapace.  https://t.co/laMQA9gFZ5",81,3103
"Solidarietà ai cittadini di Lampedusa (450 sbarchi con un unico barcone solo questa notte!), a tutti i siciliani e al presidente Musumeci, che viene bloccato in ogni iniziativa a difesa della sua gente.  https://t.co/Hg62nCosst",81,3129
"Persino il sindaco (di sinistra) dice: basta angherie, il governo intervenga o chiudiamo tutta l’isola con sciopero generale.  La situazione è fuori controllo, la Sicilia è assediata, migliaia di immigrati si riverseranno nelle nostre strade e nelle nostre...",81,3136
"🚢 SBARCHI / 2 Altri 70 nuovi pagatori di pensione sbarcati a Roccella Jonica, Calabria. Avanti c’è posto, tutto sotto controllo.   https://t.co/ma3lHh3znu",81,3153
Sottoscrivo e condivido le parole del governatore della Sicilia Musumeci. Governo VERGOGNOSO!  🔴 VIDEO COMPLETO 👉  https://t.co/FSdb0ibeC8  https://t.co/RwWURtv4Wo,81,3176
Il #governoclandestino impugna l’ordinanza della Regione Sicilia per la chiusura dei centri di accoglienza. Vergogna. Al fianco di Nello Musumeci e di tutti i sindaci e governatori che chiedono di fermare l’INVASIONE.  https://t.co/6QLz6R4Upn,81,3231
"#Salvini: Sinistra mi denuncia? Se sbarchi sono passati da 4mila a 18mila dall'anno scorso a quest'anno, se c'è un governo che sta trattando la Sicilia come il campo profughi d'Europa... È #COLPADISALVINI? #staseraitalia",81,3251
...arriva col barcone. Tutto il mio appoggio al governatore della Sicilia che difende la salute e la sicurezza della sua gente.,81,3305
"#Salvini: #Musumeci fa benissimo perché è pagato per tutelare la vita, la salute e il benessere dei siciliani. Il problema non è redistribuire, il problema è non farli arrivare. Non devono più entrare nelle acque territoriali italiane. Punto. #inonda  https://t.co/D3bLPVKmlJ",81,3324
"Dopo un anno di governo Conte-Pd-5Stelle gli sbarchi si moltiplicano, gli amministratori locali sono in rivolta, l’accordo di Malta si è rivelato una farsa e è stata stracciata l’unica intesa funzionante ovvero quella con la Tunisia. Questo governo mette in pericolo l’Italia",81,3340
"👏👏👏 ESEMPLARE! Massima solidarietà al governatore siciliano Musumeci che ora chiede il trasferimento degli immigrati dalla Sicilia, dopo che perfino i sindaci di Pd e 5Stelle si sono opposti allo sbarco dei finti profughi. (1/2)  https://t.co/BtXjf8Abya",81,3379
"🔴 Bravo il governatore della Sicilia, Nello Musumeci, che ascoltando la Lega e i cittadini ha detto BASTA all’arrivo di immigrati nell’isola, ordinando la chiusura di centri d’accoglienza e hotspot. Stop invasione!  https://t.co/DASScVYDuq",81,3387
"PD e 5Stelle trasformano la Sicilia nel campo profughi d’Europa, con una nave carica di clandestini positivi spedita tra Lampedusa, Trapani e Augusta. Guardacaso, questa volta nessuno pensa di accusare di sequestro di persona il ministro o i sindaci di Pd e 5Stelle. (1/2)",81,3397
Il sindaco di Messina dice quello che pensano milioni di italiani. Basta! #governoclandestino  https://t.co/59dkOaTuus,81,3449
"🚢 SBARCHI / 2 PIÙ DI 60 STANOTTE IN SALENTO, MA NON SI SA IN QUANTI SIANO SCAPPATI... Visto che la Sicilia è sovraffollata, ormai i clandestini arrivano sempre più numerosi in Puglia, chissà quanti staranno girando liberamente senza alcuna possibilità di controllo...  https://t.co/XebsiJq4ON",81,3623
"Più sbarchi uguale più contagi: crescono i positivi in Sicilia, e quasi la metà dei casi riguarda immigrati. Questo #governoclandestino mette in pericolo l’Italia.  https://t.co/IIcy07kB5c",81,3775
"Benvenuti nella Palermo del PD. Sentite che cosa dice questo commerciante. Altro che porti aperti, sanatorie e ius soli: questa è la vita REALE.  🔴VIDEO COMPLETO👉  https://t.co/QVo84wx7bf  https://t.co/k4LyavSjAv",81,3834
"‼️ Dopo Latina, anche in Umbria clandestini appena arrivati dalla Sicilia sono già IN FUGA. Liberi di girare e potenzialmente positivi Covid.  Ditemi se è una situazione normale.   https://t.co/gXw7PoCQA7",81,3892
"Questi complici dei trafficanti stanno trasformando la Sicilia nel campo profughi d'Europa. Però a processo mandano me come ""sequestratore di persona""... 🤔 Il tempo è galantuomo, prima o poi gli italiani voteranno.  https://t.co/rBb5nZq98C",81,3946
"‼️‼️ #LAMPEDUSA, SBARCO IN DIRETTA ‼️‼️ Ennesimi clandestini in arrivo a spese degli Italiani, mentre i turisti veri cancellano le vacanze su questa splendida isola. Siciliani e lampedusani abbandonati da un governo complice dei criminali. (1/2)  https://t.co/uG8amTg7vF",81,4145
"#Salvini: C'è un governo che sta ammazzando la Sicilia. In un anno devastante per il turismo, spalancare i porti e farsi vedere da tutto il mondo come il ""campo profughi d'Europa"" è una roba da criminali. #Camera",81,4156
"Collaboreranno in stretto rapporto con il segretario regionale Stefano Candiani. Buon lavoro a loro e avanti tutta: la Sicilia merita lavoro, onestà e buongoverno.",81,4458
"Francesco Di Giorgio, sindaco di Chiusa Sclafani è il nuovo vice segretario della Lega per la Sicilia Occidentale mentre Fabio Cantarella, assessore all’Ambiente del Comune di Catania lo sarà invece per la Sicilia Orientale.   https://t.co/3xzJIeIT3S",81,4459
"Menzione speciale al sindaco di Palermo (sempre PD), amico delle Ong e dei clandestini, ultimo in classifica.",81,4610
"VERGOGNOSO. Sicilia trasformata di nuovo in un campo profughi, con delinquenti e violenti che vengono in Italia a metterci i piedi in testa. (1/2)   https://t.co/DqzxftSTQT",81,4739
"⚠""Il sindaco di Lampedusa mi ha chiesto di dichiarare lo stato di emergenza, a fronte del cinismo del governo e dell'Europa che vogliono fare della Sicilia un grande campo profughi del Mediterraneo"". Qualcuno vuole il male dell'Italia, vergogna.  https://t.co/FDewZ2AATw",81,4891
Oggi a Pozzallo in Sicilia sbarcati dalla nave dei centri sociali altri 70 immigrati clandestini.  Governo? Conte? Lamorgese? Non pervenuti. pic.twitter.com/E70H8BzzXj,81,5372
"Un tramonto siciliano mozzafiato, che mi porterò nel cuore. Buonanotte a chi ama la propria terra. pic.twitter.com/r0PacOG0ri",81,5659
"Due battute con la stampa sull'impegno della Lega per la Sicilia, per pescatori, agricoltori e turismo.  Un saluto da Milazzo (Messina)!  🔴 VIDEO COMPLETO 👉  https://www.facebook.com/252306033154/posts/10157805455388155/ … pic.twitter.com/sJFyCtrnwa",81,5687
"Cannolo siciliano freschissimo, riempito al momento oggi a Cefalù. Come si fa a resistere? Viva la Sicilia!❤️ pic.twitter.com/BNsn368Ht4",81,5693
"In diretta da Bagheria (Palermo), suggerisco anche ai tanti ministri e sottosegretari di un governo sempre più rinchiuso tra palazzi e passerelle internazionali esclusive di venire ad ascoltare i siciliani. State con noi.  🔴 LIVE 👉  https://www.facebook.com/salviniofficial/videos/325027098633584/ … pic.twitter.com/uZu0FpQdmU",81,5700
"Lascio a Conte le inutili passerelle nelle ville patrizie romane, felice di essere qui a Porticello di Santa Flavia (Palermo) ad ascoltare i pescatori siciliani.  🔴 LIVE 👉  https://www.facebook.com/salviniofficial/videos/597271894555557/ … pic.twitter.com/IiaIL0ZhDF",81,5705
"Con i pescatori a Porticello di Santa Flavia, Palermo. pic.twitter.com/Cm1Uq7scF8",81,5706
"Felice di tornare domani nella splendida terra di Sicilia per ascoltare dal vivo problemi e richieste di cittadini, pescatori, agricoltori, operatori del turismo, imprenditori e lavoratori. A qualche “democratico” dà fastidio? (1/3) https://www.blogsicilia.it/messina/salvini-in-tour-in-sicilia-ma-parte-la-mobilitazione-per-il-no-qui-non-sei-il-benvenuto/538948/ …",81,5744
"E anche oggi altri 100 sbarchi a Lampedusa, avanti c'è posto! Governo di incapaci o complici? Stanno trasformando la Sicilia in un campo profughi.   https://www.ragusanews.com/2020/06/04/attualita/migranti-sbarchi-lampedusa-sono-oltre-centinaio/109268 … pic.twitter.com/LNwTHy4Hjj",81,5936
"Felice dell’ingresso della Lega,  con il nuovo assessore alla Cultura, nella squadra del presidente Musumeci al governo della Sicilia, orgogliosi di poter offrire il nostro contributo di idee e passione per questa splendida terra. https://itacanotizie.it/2020/05/17/salvini-ha-il-suo-assessore-in-sicilia-e-il-giornalista-alberto-samona/ …",81,6567
"🔴 Continuano gli sbarchi illegali in Sicilia, 43 solo nelle ultime ore, mentre il governo prepara una MAXI SANATORIA... pic.twitter.com/as3tDgpPYE",81,6697
"Tra maxisanatorie e comode navi-quarantena al largo delle coste siciliane, non stupiamoci se gli sbarchi sono quadruplicati rispetto all'anno scorso. (1/2) https://www.ilgiornale.it/news/politica/immigrazione-moby-zaza-arrivano-anche-polemiche-1862248.html …",81,6702
"Italiani a casa e senza lavoro, ma il governo prepara una maxi SANATORIA per 300.000 immigrati clandestini. E intanto continuano senza sosta gli sbarchi in Sicilia... (1/2)  🔴 LIVE 👉  https://www.facebook.com/salviniofficial/videos/189703445379036/ … pic.twitter.com/7rd532yyvS",81,6999
"Complimenti al governo, è davvero la promozione turistica di cui aveva bisogno la Sicilia 😐 (2/2)",81,7438
"Buon sabato Amici. In arrivo oggi a Palermo anche la nave Ong spagnola Aita Mari, rifiutata da Malta. Il confortevole traghetto Tirrenia è pronto a ospitare la quarentena anche dei nuovi immigrati clandestini, prima di procedere al loro sbarco. (1/2) LINK  https://www.ilgiornale.it/news/cronache/salvini-traghetto-cinema-e-solarium-ecco-quarantena-dei-1855357.html?mobile_detect=false … pic.twitter.com/WFeMZFjecx",81,7439
"🔴Trasbordo ora in corso, al largo delle coste di Palermo, dei 150 immigrati clandestini della nave Ong tedesca Alan Kurdi sulla ""Raffaele Rubattino"" della Tirrenia. (1/3) pic.twitter.com/lke51waSPC",81,7442
La nave Ong (tedesca) si felicita di essere entrata in acque italiane e ringrazia il sindaco di Palermo che ha tanto aiutato. PD sempre in prima linea per i porti aperti... pic.twitter.com/XKQEnnlqE6,81,7443
"Il governo mette in pericolo la salute dei siciliani e di tutti gli italiani, nel silenzio di Palazzo Chigi e del Viminale. Conte pretende che gli italiani stiano in casa, ma da Nord a Sud troppi immigrati sono in giro senza alcun controllo. pic.twitter.com/kMLBAaREpL",81,7608
"Il mio e nostro sostegno al Sindaco di Messina e alle sue battaglie in difesa dei suoi cittadini. Sindaci, governatori, medici e sanitari vanno appoggiati e incoraggiati, non insultati o denunciati.  🔴 VIDEO COMPLETO 👉  https://www.facebook.com/252306033154/posts/10157577027703155/ … pic.twitter.com/VuOdk3C4Vf",81,7688
Pazzesco! Ascoltate anche voi le parole del sindaco di Messina.  🔴 VIDEO COMPLETO 👉  https://www.facebook.com/252306033154/posts/10157566124433155/ … pic.twitter.com/mPRpKk8HLm,81,7744
Un sindaco come quello di Messina sempre in prima linea per difendere i propri cittadini è solo da apprezzare.  🔴 LIVE 👉  https://www.facebook.com/salviniofficial/videos/226109391798174/?vh=e&d=n … pic.twitter.com/6wHfqhC9Rm,81,7912
"La Regione Siciliana investe 100 milioni per l'assistenza alimentare delle famiglie meno abbienti. È la strada giusta! Ma ora il governo nazionale faccia la sua parte: manca materiale sanitario e, per tutti gli italiani, mancano certezze economiche. pic.twitter.com/iSmWocpOBt",81,7950
Oggi per mia figlia pasta siciliana con ragù emiliano. Viva l’Italia! pic.twitter.com/eOdXFJ7V8h,81,7978
Parole di buonsenso dal governatore della Sicilia. https://www.ilgiornale.it/news/politica/irresponsabile-far-sbarcare-i-migranti-ora-finirla-finto-1833064.html …,81,8849
"Altri 200 sbarcati questa mattina a Messina dalla nave di Carola... Governo inadeguato, insensibile e incosciente. Europa? Non pervenuta. Solidarietà al governatore e al popolo siciliano. pic.twitter.com/e3LYvufRTR",81,8862
"Una situazione triste e grottesca. La Sicilia non può essere trasformata in un'isola di quarantena e, a maggior ragione in questo momento, sia l'Europa a intervenire: i porti italiani dovrebbero essere chiusi. pic.twitter.com/7I8JBwP3Fa",81,8889
🔴 Il Viminale ha autorizzato lo sbarco in Sicilia di quasi 300 immigrati clandestini portati dalla solita nave Ong straniera. Nemmeno nella situazione di grave emergenza nazionale in corso il governo ritiene di dover chiudere i porti. Non ho parole. pic.twitter.com/BU8ADcge5U,81,9024
Ma quanto sono buoni i cannoli siciliani?😋 Buona giornata Amici! pic.twitter.com/yMRhLWk9LS,81,9430
"Dopo una mattinata di incontri in Regione per occuparci di lavoro, infrastrutture, agricoltura e sanità, si decolla da Palermo. Letture impegnative😉 pic.twitter.com/D8hwfHOB4v",81,9446
"Poco fa all'Assemblea regionale siciliana, a Palermo. Seguiteci.  🔴 LIVE 👉  https://www.facebook.com/salviniofficial/videos/1030155554005928/ … pic.twitter.com/k5PVYQz2AK",81,9447
Serata emozionante ieri a Palermo. GRAZIE! pic.twitter.com/ra1tgpBjAc,81,9448
"Ma quanti eravate questa sera a Palermo? Grazie, che carica incredibile! A chi dedichiamo questo splendido teatro? 😁 pic.twitter.com/145fJavtiU",81,9451
"Questo pomeriggio a Palermo ho reso omaggio al Generale Dalla Chiesa e a tutti i Carabinieri e gli agenti della Polizia di Stato caduti in servizio, nella lotta contro mafia, camorra e ‘ndrangheta. pic.twitter.com/Vg3wB3otQQ",81,9453
"In diretta dalla splendida Palermo, teatro strapieno! State con me! 🇮🇹 🔴 LIVE 👉  https://www.facebook.com/salviniofficial/videos/227019975006296/ … pic.twitter.com/897AL3T8nP",81,9456
"A Palermo, ricordando e ringraziando un Eroe Italiano che pagò con la sua vita la lotta contro la criminalità organizzata. Onore al Generale Carlo Alberto dalla Chiesa. pic.twitter.com/GharIxbNf6",81,9460
"Amici siciliani, qui al teatro ""al Massimo"" di Palermo è tutto pronto! Tra pochissimo arrivo! Chi di voi ci sarà? pic.twitter.com/0b6KECTdpX",81,9461
"Amici, finalmente torno nella splendida terra di Sicilia! Ci vediamo domani, con donne e uomini che sognano, lavorano e lottano per una Palermo e una Sicilia migliori. Vi aspetto verso le 18.30 al teatro “al Massimo”. Impossibile mancare! pic.twitter.com/9J58FPDQyE",81,9472
"Qualche “democratico” pensa di poter decidere chi può parlare a Palermo e chi no...   Ci vediamo domani, con donne e uomini che sognano, lavorano e lottano per una Palermo, una Sicilia ed un’Italia migliori😊 https://www.palermotoday.it/cronaca/matteo-salvini-palermo-3-febbraio-2020-striscioni.html …",81,9479
"Abbraccio e sostegno a Paolo Borrometi, giornalista davvero libero e purtroppo anche a rischio. Assurda la contestazione di alcuni componenti dell'Assemblea regionale siciliana riguardo la scorta a lui assegnata. pic.twitter.com/dYUuzXZBKj",81,11502
"#Musumeci: Nei mesi precedenti il fenomeno delle stragi in mare era scemato, perché il ministro dell'Interno Salvini aveva trovato la soluzione. Ora la Sicilia è tornata ad essere il terminale di un'immigrazione indiscriminata. 🗣🇮🇹 #orgoglioitaliano #SanGiovanni pic.twitter.com/6uvTWyX2VX",81,12922
"❌❌❌ 200 sbarchi in Sicilia, più di 100 in Calabria, 176 in arrivo a bordo di una Ong. Tutto in poche ore. Al governo complici o incapaci? Sindaci e governatori della Lega unico argine a questa nuova invasione. pic.twitter.com/kDdM1DuxHc",81,13158
"⚠️ Emergenza totale in Sicilia: Lampedusa è al collasso con problemi in tutta Italia. Solo nelle ultime ore della notte 177 SBARCHI sulle coste italiane, alla faccia della “solidarietà europea”. Roba da matti. pic.twitter.com/X3rSN5MksB",81,13163
"Più di 100 immigrati sbarcati in Sicilia in poche ore, e altri 175 in arrivo a bordo di una Ong, ma tivù e governo nascondono tutto. Buona domenica Amici, li manderemo a casa!  🔴 LIVE 👉  https://www.facebook.com/salviniofficial/videos/1135957159927193/ … pic.twitter.com/b0Q0qJCd37",81,13176
"Altra notte, altri sbarchi in Sicilia...  Governo: complici o incapaci?? pic.twitter.com/DR8N5XGzmP",81,13896
"171 immigrati sbarcati solo ieri in Sicilia, altre centinaia sono già a bordo delle navi delle ONG che arriveranno in Italia. Il governo dei venduti ha riaperto i porti: gli Italiani non vi perdoneranno. pic.twitter.com/ruNSS9K1rI",81,13952
"Buona domenica Amici, oggi sarò nella splendida Sicilia! Vi aspetto alle 11 a #Taormina, alle 16.40 a #Catania e poi ci vediamo questa sera a #Siracusa. Chi si ferma è perduto! #primagliitaliani🇮🇹 pic.twitter.com/kIBynEMskm",81,14897
"Straordinario Lazzaro, encomiabili i suoi nuovi genitori umani dell’Oasi del Randagio, in Sicilia.  La dimostrazione che con la forza dell’amore si può tutto. Buonanotte Amici❤ pic.twitter.com/OUPVpUzn98",81,15196
Il sindaco sinistro di Palermo mi vuole denunciare... Tremo dalla paura🤣🤣🤣 http://www.palermotoday.it/politica/sea-watch-orlando-denuncia-salvini.html …,81,15733
Geniale il PD a Palermo: cittadinanza onoraria ai fuorilegge della Sea Watch...  Con tutti i problemi che ci sono nelle case popolari a Palermo lui ha tempo da perdere con l'equipaggio fuorilegge della nave olandese. Sarà il caldo??? 🤦‍♀️ http://www.ilgiornale.it/news/politica/sea-watch-orlando-cittadinanza-onoraria-staff-ed-equipaggio-1717660.html?mobile_detect=false …,81,15804
"#Salvini: con tutti i problemi che ha Palermo, il sindaco vuole dare la cittadinanza onoraria ai membri dell’equipaggio #SeaWatch3? 😅😅😅 📺 #drittoerovescio @Drittorovescio_ pic.twitter.com/sozIigdCqC",81,15843
"Felice di aver incontrato ieri a #Palermo la professoressa Rosa Maria Dell'Aria, che potrà tornare subito in classe perché il provvedimento punitivo che aveva ingiustamente ricevuto sarà ritirato. pic.twitter.com/v4h7TcjsUX",81,16796
"#Salvini: Oggi ho avuto l’onore di rappresentare gli italiani a Palermo, ricordando Falcone, un eroe, portando risultati concreti nella lotta alla mafia. 📺 #ottoemezzo @OttoemezzoTW pic.twitter.com/zbswIcbmzA",81,16884
Oggi al reparto Scorte della caserma Lungaro di Palermo. Ogni giorno che il buon Dio manda in terra ricordo e prego per gli agenti della scorta che hanno scelto un mestiere difficile. A voi va il mio ringraziamento e il mio pensiero a chi non c'è più. pic.twitter.com/922uaTSoip,81,16894
Alla mensa della caserma della Polizia di #Palermo 😋 Buon pranzo Amici! pic.twitter.com/PGyrDwmvrX,81,16899
"Ora in diretta da Palermo, il mio intervento alla cerimonia di commemorazione per le stragi di #Capaci e di via d'Amelio, con Giovanni #Falcone, Paolo #Borsellino e tutte le vittime della mafia sempre nella nostra mente e nel nostro cuore.  🔴 LIVE 👉  https://www.facebook.com/salviniofficial/videos/2394808030803117/ … pic.twitter.com/3K0xvxtisY",81,16905
"In partenza per Palermo! Lotta alla #Mafia, con ogni mezzo necessario. pic.twitter.com/QmtIsHkq3V",81,16911
"#Salvini: candidato sindaco di Gela, in Sicilia, al ballottaggio, proviene da associazione antimafia “Libera” . #lamafiamifaschifo 📻 #nonstopnews @rtl1025",81,18016
"Amici siciliani, ieri sera a Mazara del Vallo eravate così tanti che non si vedeva la fine! GRAZIE😊 Domani, nei comuni dell’Isola che vanno al voto, conto su di voi! #domanivotolega pic.twitter.com/ufyhjYgfDk",81,18044
Buongiorno dal mare siciliano! Uniti da Sud a Nord nel nome dell’orgoglio per il nostro Paese!🇮🇹🔝 P.s. Vi aspetto tutti oggi alle 18 a Biella e alle 21 in piazza Carlo Alberto a Torino! pic.twitter.com/gEwDusrghf,81,18048
"Guardate, questo è l'oro siciliano, orgoglio del nostro Paese!🇮🇹 Con il voto del 26 maggio DATEMI UNA MANO per difendere, con le unghie e con i denti, le ricchezze della nostra terra e del nostro mare! #primalitalia pic.twitter.com/GWriuJt3Yt",81,18062
"Buon venerdí! Ho ancora negli occhi le piazze siciliane di ieri, qui splendido ricordo di Caltanissetta. Grazie per l’affetto, mi date forza, alla faccia di tutto e tutti.💪 E oggi Motta Sant’Anastasia alle 11, Gela alle 17, Mazara del Vallo alle 21. In Comune #domenicavotoLega pic.twitter.com/4jzOsGa0w8",81,18072
"Grazie Monreale, grazie amici siciliani per questa giornata nella vostra splendida isola! Tra poco a Bagheria e questa sera a Caltanissetta.💪😊 pic.twitter.com/4RUVrnbFav",81,18082
"Barcone diretto in Italia con 64 immigrati, tempestivamente soccorsi e ricondotti in Nord Africa dalla Marina Tunisina. Molto bene. http://www.ansamed.info/ansamed/it/notizie/rubriche/cronaca/2019/03/08/migranti-tunisia-soccorre-64-su-barcone-partito-da-libia_a60e292f-31e3-4438-a6d0-cd8d67faed86.html …",81,18992
#Salvini: a #SeaWatch non piace porto di Catania perché c’è una “procura che non gli piace”? Siamo al surreale! 😅 📺 #PortaAPorta @RaiPortaaPorta,81,19741
"La professionale replica che ho ricevuto dal responsabile stampa del Comune di Palermo: ""SUCA""! Capito? Un vero ""lord""... Ma questi dove pensano di essere??? pic.twitter.com/Bbsiys6vS7",81,20335
"Con tutti i problemi che ci sono a Palermo, il sindaco sinistro pensa a fare “disobbedienza” sugli immigrati...  Link:  https://livesicilia.it/2019/01/02/migranti-orlando-sfida-salvini-a-palermo-no-al-decreto-sicurezza_1024288/ … pic.twitter.com/goq0UkNrxc",81,20381
"Pochi giorni fa, in un immobile comunale a Palermo, gli inquilini abusivi hanno aggredito @StefaniaPetyx di #StriscialaNotizia.   Attendo il via libera dell’amministrazione locale per sgomberare. Sindaco Orlando, io sono pronto. E voi? Link all'articolo >  http://palermo.gds.it/2018/10/14/palermo-salvini-via-gli-abusivi-che-hanno-aggredito-stefania-petyx-e-la-sua-troupe_932779/ … pic.twitter.com/RRBxMANerd",81,21829
"#Salvini: Dalla Calabria ogni anno scappano migliaia di GIOVANI per cercare LAVORO all'estero, e qui c'era un Sindaco che diceva quanto era bello far arrivare gli immigrati. #Mattino5 #Riace",81,22021
"Mi sono semplicemente detto sorpreso che una Procura siciliana, con tutti i problemi di mafia che ci sono in Sicilia, stia dedicando settimane di tempo a indagare me, Ministro dell’Interno, per aver fatto quello che ho sempre detto avrei fatto e cioè bloccare le navi. pic.twitter.com/lNo8UpNCNb",81,22359
